datetime,station_id,station_name,latitude,longitude,district,PM25,PM10,SO2,NO2,O3,CO,AQI,temperature,humidity,wind_speed,wind_direction,precipitation,pressure,data_mode
2026-08-12 19:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,41.8,55.9,10.3,31.8,39.3,0.84,59,18.9,57.4,3.3,243.7,0.0,1010.0,DEMO
2026-08-12 19:00:00,HHHT003,呼市一监,40.81,111.67,回民区,35.7,52.9,19.2,27.9,50.2,1.07,51,27.0,44.1,2.7,280.5,0.0,1006.4,DEMO
2026-08-12 19:00:00,HHHT004,小召前街,40.805,111.665,回民区,41.9,59.1,15.6,36.1,49.1,0.95,59,24.6,60.5,2.0,258.2,0.0,1016.4,DEMO
2026-08-12 19:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,31.1,46.6,16.6,41.4,43.2,0.85,44,25.0,43.0,5.3,22.4,0.0,1014.6,DEMO
2026-08-12 19:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,26.6,37.2,16.8,27.3,64.7,0.64,38,21.7,49.3,3.0,183.0,0.0,1010.9,DEMO
2026-08-12 20:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,37.6,48.5,10.8,29.0,57.9,0.76,53,23.0,44.1,2.4,309.0,0.0,1017.1,DEMO
2026-08-12 20:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,37.7,55.6,20.1,32.3,47.5,0.85,53,24.4,77.9,2.3,20.1,0.0,1012.4,DEMO
2026-08-12 20:00:00,HHHT003,呼市一监,40.81,111.67,回民区,38.5,54.1,13.7,35.5,46.6,0.94,54,28.3,37.8,4.4,22.3,0.0,1012.7,DEMO
2026-08-12 20:00:00,HHHT004,小召前街,40.805,111.665,回民区,33.8,43.8,14.3,29.1,48.3,0.95,48,20.2,68.8,3.0,104.4,0.0,1011.3,DEMO
2026-08-12 20:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,33.7,47.7,13.2,33.1,56.1,0.93,48,24.6,55.2,0.3,317.8,0.0,1008.9,DEMO
2026-08-12 20:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,21.7,27.5,19.6,25.8,50.1,0.73,31,21.9,52.6,2.9,237.3,0.0,1014.7,DEMO
2026-08-12 21:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,26.3,38.6,8.3,28.7,52.2,0.74,38,22.8,31.5,2.6,215.7,0.0,1017.4,DEMO
2026-08-12 21:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,33.9,50.5,9.9,24.9,56.3,0.92,48,19.1,66.1,1.3,119.3,0.0,1009.6,DEMO
2026-08-12 21:00:00,HHHT003,呼市一监,40.81,111.67,回民区,31.9,47.8,14.3,34.8,53.2,0.79,46,24.8,27.6,4.3,77.4,0.0,1007.0,DEMO
2026-08-12 21:00:00,HHHT004,小召前街,40.805,111.665,回民区,33.2,44.6,6.9,29.4,48.9,0.77,47,16.7,29.2,3.3,345.7,0.0,1015.7,DEMO
2026-08-12 21:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,35.5,47.6,8.0,28.3,43.7,0.93,51,25.4,62.9,2.4,26.8,0.0,1008.0,DEMO
2026-08-12 21:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,24.4,40.3,14.2,28.9,39.8,0.96,35,27.1,40.8,1.7,135.6,3.8,1012.8,DEMO
2026-08-12 22:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,33.5,44.0,11.2,34.9,56.9,0.86,48,16.2,44.6,1.9,356.8,0.0,1016.2,DEMO
2026-08-12 22:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,36.0,49.9,12.5,41.7,58.0,0.78,51,23.3,69.1,2.7,328.4,0.0,1018.0,DEMO
2026-08-12 22:00:00,HHHT003,呼市一监,40.81,111.67,回民区,27.8,36.4,12.2,33.3,49.7,0.68,40,16.3,45.8,4.4,177.8,0.0,1009.4,DEMO
2026-08-12 22:00:00,HHHT004,小召前街,40.805,111.665,回民区,38.1,56.1,14.1,41.0,30.2,0.88,54,18.8,66.8,2.7,27.2,0.0,1013.7,DEMO
2026-08-12 22:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,25.6,34.6,11.4,30.7,61.0,0.88,37,18.3,47.7,1.6,337.7,0.0,1009.4,DEMO
2026-08-12 22:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,22.6,33.7,15.6,30.3,36.9,0.75,32,23.2,44.3,1.9,99.8,0.0,1017.0,DEMO
2026-08-12 23:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,22.4,29.5,13.3,21.9,58.3,0.77,32,20.7,29.8,3.2,4.5,0.0,1010.3,DEMO
2026-08-12 23:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,30.6,41.5,9.8,26.4,48.0,0.68,44,17.6,49.9,3.0,245.8,0.0,1016.1,DEMO
2026-08-12 23:00:00,HHHT003,呼市一监,40.81,111.67,回民区,44.8,66.9,12.0,36.0,37.9,1.11,62,17.3,48.2,0.6,24.9,0.0,1010.4,DEMO
2026-08-12 23:00:00,HHHT004,小召前街,40.805,111.665,回民区,43.1,59.7,20.0,34.1,66.1,0.97,60,24.3,66.2,4.3,172.9,0.0,1007.3,DEMO
2026-08-12 23:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,26.2,43.6,10.6,19.0,41.1,0.88,37,17.3,43.9,1.4,63.1,2.5,1007.7,DEMO
2026-08-12 23:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,20.1,26.9,14.1,30.4,49.2,0.75,29,21.0,60.1,3.8,305.1,0.0,1010.7,DEMO
2026-08-13 00:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,39.4,56.2,10.9,47.6,52.2,1.02,56,18.6,45.0,2.2,205.1,0.0,1010.4,DEMO
2026-08-13 00:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,35.5,50.4,13.6,38.2,51.6,0.76,51,24.3,27.4,4.9,63.1,0.0,1008.0,DEMO
2026-08-13 00:00:00,HHHT003,呼市一监,40.81,111.67,回民区,46.4,66.6,18.4,35.0,49.7,0.91,64,21.1,29.6,2.5,83.0,0.0,1009.2,DEMO
2026-08-13 00:00:00,HHHT004,小召前街,40.805,111.665,回民区,38.6,52.0,10.1,28.3,57.1,0.97,54,15.5,63.5,5.3,187.9,0.0,1014.8,DEMO
2026-08-13 00:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,31.0,41.8,22.2,34.8,46.4,0.78,44,22.0,39.8,0.6,298.2,0.0,1011.2,DEMO
2026-08-13 00:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,26.1,38.9,13.0,34.1,51.7,0.79,37,20.7,46.6,3.4,302.8,0.0,1012.6,DEMO
2026-08-13 01:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,39.8,51.5,16.7,34.9,62.5,0.76,56,25.9,54.5,0.5,254.3,0.0,1004.5,DEMO
2026-08-13 01:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,34.6,43.5,17.3,40.6,53.2,1.11,49,25.3,42.6,3.4,132.2,0.0,1009.5,DEMO
2026-08-13 01:00:00,HHHT003,呼市一监,40.81,111.67,回民区,36.8,54.3,13.9,26.7,68.6,0.89,52,25.3,54.1,3.9,180.0,0.0,1016.5,DEMO
2026-08-13 01:00:00,HHHT004,小召前街,40.805,111.665,回民区,41.0,55.0,14.4,32.6,64.8,0.97,57,19.4,50.2,2.2,30.0,0.0,1015.8,DEMO
2026-08-13 01:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,43.9,64.1,16.3,39.5,46.1,0.88,61,19.5,64.4,1.7,221.9,0.0,1007.6,DEMO
2026-08-13 01:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,19.5,29.8,16.1,36.4,49.4,0.75,28,20.6,44.5,2.3,302.1,0.5,1012.7,DEMO
2026-08-13 02:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,21.8,31.4,9.6,29.3,71.1,0.84,31,21.8,67.3,2.4,195.4,0.0,1004.7,DEMO
2026-08-13 02:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,29.0,38.5,16.4,32.0,70.6,1.01,41,21.1,32.1,1.7,285.9,0.0,1014.4,DEMO
2026-08-13 02:00:00,HHHT003,呼市一监,40.81,111.67,回民区,25.5,44.4,17.8,42.5,61.2,0.74,36,25.4,34.6,2.8,45.6,0.9,1013.5,DEMO
2026-08-13 02:00:00,HHHT004,小召前街,40.805,111.665,回民区,48.0,60.1,14.7,24.7,63.9,1.13,66,19.5,45.0,3.4,357.6,0.0,1001.9,DEMO
2026-08-13 02:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,21.8,28.6,7.7,26.2,43.2,0.84,31,22.5,53.1,4.7,36.3,0.0,1010.1,DEMO
2026-08-13 02:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,18.9,25.5,11.8,26.0,69.7,0.8,27,20.9,37.0,3.0,325.6,0.0,1007.8,DEMO
2026-08-13 03:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,18.4,24.1,11.8,29.2,60.4,0.68,26,23.4,29.7,4.3,92.3,0.0,1007.5,DEMO
2026-08-13 03:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,48.5,64.0,13.1,39.0,47.5,1.12,67,19.0,23.7,1.5,2.1,0.0,1017.1,DEMO
2026-08-13 03:00:00,HHHT003,呼市一监,40.81,111.67,回民区,27.1,37.1,14.7,34.9,54.3,0.76,39,29.1,74.7,2.5,261.5,0.0,1013.0,DEMO
2026-08-13 03:00:00,HHHT004,小召前街,40.805,111.665,回民区,35.6,52.8,14.0,32.5,45.6,0.91,51,21.3,50.4,2.3,41.5,0.0,1015.4,DEMO
2026-08-13 03:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,18.5,28.3,10.7,28.2,56.2,0.84,26,20.7,56.6,5.5,238.0,0.8,1014.0,DEMO
2026-08-13 03:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,30.0,41.7,18.3,38.6,67.6,0.98,43,22.1,44.1,3.3,292.3,0.0,1014.1,DEMO
2026-08-13 04:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,23.1,29.7,14.5,34.4,44.7,0.87,33,20.8,57.4,2.6,80.8,0.0,1012.2,DEMO
2026-08-13 04:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,32.7,48.4,17.6,36.2,46.6,0.83,47,25.9,36.5,1.8,289.3,0.0,1017.4,DEMO
2026-08-13 04:00:00,HHHT003,呼市一监,40.81,111.67,回民区,30.4,41.4,12.7,35.1,44.0,0.82,43,29.4,27.3,1.4,28.3,0.0,1010.4,DEMO
2026-08-13 04:00:00,HHHT004,小召前街,40.805,111.665,回民区,36.9,53.6,15.9,34.3,57.5,0.86,52,21.6,47.8,5.3,204.8,0.0,1007.2,DEMO
2026-08-13 04:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,32.8,44.4,10.4,32.4,45.3,0.92,47,20.9,59.3,2.0,154.1,0.0,1006.8,DEMO
2026-08-13 04:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,27.5,38.9,8.6,41.7,40.0,0.66,39,24.1,54.8,3.1,331.8,0.0,1010.0,DEMO
2026-08-13 05:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,26.5,35.1,8.8,36.3,50.0,0.79,38,24.8,60.7,3.6,138.3,0.0,1009.8,DEMO
2026-08-13 05:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,34.6,46.6,12.5,35.9,45.3,0.87,49,17.7,46.9,2.1,164.7,0.0,1006.9,DEMO
2026-08-13 05:00:00,HHHT003,呼市一监,40.81,111.67,回民区,34.5,50.7,18.8,41.1,43.3,1.09,49,23.8,36.3,2.1,283.4,0.0,1011.2,DEMO
2026-08-13 05:00:00,HHHT004,小召前街,40.805,111.665,回民区,27.5,34.8,14.9,32.7,46.2,0.88,39,28.0,42.3,3.1,136.7,0.0,1010.4,DEMO
2026-08-13 05:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,32.8,47.8,14.4,25.2,50.1,0.91,47,19.9,61.0,1.9,229.5,0.0,1013.9,DEMO
2026-08-13 05:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,19.7,27.0,17.6,36.3,51.3,0.98,28,24.1,43.2,1.5,152.8,0.0,1005.8,DEMO
2026-08-13 06:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,20.8,27.9,13.6,31.6,46.9,0.6,30,24.2,54.4,3.8,321.8,0.0,1009.8,DEMO
2026-08-13 06:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,38.3,57.4,14.8,29.5,48.4,0.96,54,16.3,42.7,5.7,73.8,0.0,1014.5,DEMO
2026-08-13 06:00:00,HHHT003,呼市一监,40.81,111.67,回民区,48.9,65.0,7.3,32.4,58.6,1.06,67,15.3,34.0,2.6,190.4,0.0,1020.4,DEMO
2026-08-13 06:00:00,HHHT004,小召前街,40.805,111.665,回民区,45.5,62.8,17.3,38.6,44.9,0.99,63,22.9,69.1,3.9,170.4,0.0,1011.3,DEMO
2026-08-13 06:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,28.2,40.6,13.7,30.3,47.6,0.81,40,23.3,66.6,3.4,86.9,0.0,1007.4,DEMO
2026-08-13 06:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,19.4,27.5,12.1,31.8,45.8,0.82,28,21.4,64.3,1.2,246.6,0.0,1004.6,DEMO
2026-08-13 07:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,27.8,38.1,20.0,31.0,54.6,0.8,40,18.3,44.3,5.4,40.9,0.0,1010.0,DEMO
2026-08-13 07:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,44.3,70.1,17.7,37.0,60.6,1.05,62,22.9,29.0,3.4,310.5,0.2,1004.1,DEMO
2026-08-13 07:00:00,HHHT003,呼市一监,40.81,111.67,回民区,49.4,72.4,16.0,25.5,49.9,0.95,68,25.5,58.3,1.4,308.6,0.0,1011.2,DEMO
2026-08-13 07:00:00,HHHT004,小召前街,40.805,111.665,回民区,45.8,66.3,14.4,34.7,52.0,1.04,64,22.3,51.2,3.2,231.4,0.0,1013.7,DEMO
2026-08-13 07:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,38.6,60.1,8.9,30.3,54.3,0.99,55,20.8,42.6,6.1,275.1,0.8,1012.7,DEMO
2026-08-13 07:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,34.8,45.2,9.7,31.3,73.2,0.95,50,21.7,44.6,4.7,316.6,0.0,1016.8,DEMO
2026-08-13 08:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,30.7,44.1,12.7,25.5,57.3,0.83,44,24.5,27.4,2.9,123.9,0.0,1013.3,DEMO
2026-08-13 08:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,46.5,67.0,14.2,33.1,48.2,0.97,64,22.5,32.1,2.5,349.9,0.0,1010.3,DEMO
2026-08-13 08:00:00,HHHT003,呼市一监,40.81,111.67,回民区,37.8,49.7,11.1,36.6,50.0,0.79,54,21.0,46.1,4.2,39.7,0.0,1012.3,DEMO
2026-08-13 08:00:00,HHHT004,小召前街,40.805,111.665,回民区,44.5,60.8,7.6,35.9,54.0,1.11,62,24.7,63.4,3.3,23.7,0.0,1003.2,DEMO
2026-08-13 08:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,36.5,45.8,15.8,36.3,61.9,0.88,52,18.9,48.0,3.0,318.2,0.0,1019.1,DEMO
2026-08-13 08:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,32.6,43.9,15.2,34.9,57.0,0.96,47,22.5,61.8,3.7,83.9,0.0,1012.5,DEMO
2026-08-13 09:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,31.5,42.8,13.0,35.5,54.0,0.85,45,22.4,28.3,2.7,171.6,0.0,1015.2,DEMO
2026-08-13 09:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,47.8,64.8,17.0,32.0,49.8,1.06,66,27.1,57.3,2.5,174.4,0.0,1016.7,DEMO
2026-08-13 09:00:00,HHHT003,呼市一监,40.81,111.67,回民区,45.9,66.7,12.1,38.0,52.3,0.96,64,26.7,44.8,3.1,157.4,0.0,1009.6,DEMO
2026-08-13 09:00:00,HHHT004,小召前街,40.805,111.665,回民区,51.7,77.2,15.5,46.0,38.9,0.93,71,19.4,73.3,2.9,105.8,0.0,1010.3,DEMO
2026-08-13 09:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,30.6,50.3,19.3,34.1,41.7,0.9,44,21.6,56.4,4.4,304.5,2.1,1017.5,DEMO
2026-08-13 09:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,37.3,55.6,13.5,27.3,59.2,0.93,53,17.0,54.8,4.1,151.5,0.0,1005.0,DEMO
2026-08-13 10:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,31.5,41.9,10.5,35.3,55.1,0.92,45,26.2,47.9,2.6,193.1,0.0,1017.4,DEMO
2026-08-13 10:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,39.5,50.6,13.5,32.2,37.3,0.98,56,25.9,32.7,3.6,304.7,0.0,1018.7,DEMO
2026-08-13 10:00:00,HHHT003,呼市一监,40.81,111.67,回民区,28.4,36.6,14.1,39.4,51.8,0.79,41,22.2,56.6,4.0,265.3,0.0,1013.9,DEMO
2026-08-13 10:00:00,HHHT004,小召前街,40.805,111.665,回民区,42.4,55.9,13.4,32.0,62.3,0.88,59,22.1,42.9,1.2,44.2,0.0,1012.7,DEMO
2026-08-13 10:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,42.8,56.9,10.4,33.3,41.9,0.84,60,21.1,37.5,4.5,92.4,0.0,1008.5,DEMO
2026-08-13 10:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,36.4,46.0,13.5,29.1,46.5,0.93,52,16.3,63.1,2.5,288.2,0.0,1012.6,DEMO
2026-08-13 11:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,34.3,45.8,16.3,26.0,48.8,0.88,49,14.0,48.7,2.6,55.8,0.0,1009.5,DEMO
2026-08-13 11:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,30.2,52.6,13.6,34.1,64.6,0.81,43,20.6,28.1,3.8,101.2,3.4,1008.0,DEMO
2026-08-13 11:00:00,HHHT003,呼市一监,40.81,111.67,回民区,36.0,62.1,14.1,29.9,58.4,0.79,51,23.7,49.1,3.0,291.0,3.1,1006.1,DEMO
2026-08-13 11:00:00,HHHT004,小召前街,40.805,111.665,回民区,44.7,62.4,18.9,32.9,58.2,0.87,62,20.3,47.5,2.4,119.1,0.0,1010.1,DEMO
2026-08-13 11:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,36.0,47.5,12.6,27.8,61.6,0.94,51,19.5,64.9,4.3,173.7,0.0,1010.2,DEMO
2026-08-13 11:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,30.9,43.6,10.5,33.9,58.7,0.86,44,26.0,54.2,3.7,7.4,0.0,1013.1,DEMO
2026-08-13 12:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,28.1,48.2,8.1,28.2,62.2,0.78,40,19.9,29.6,2.3,90.8,2.5,1004.4,DEMO
2026-08-13 12:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,35.2,46.9,9.0,36.4,58.8,0.86,50,22.4,47.1,1.8,291.4,0.0,1007.7,DEMO
2026-08-13 12:00:00,HHHT003,呼市一监,40.81,111.67,回民区,37.6,62.7,13.8,36.5,57.8,0.96,53,18.9,31.0,2.1,40.0,0.3,1015.2,DEMO
2026-08-13 12:00:00,HHHT004,小召前街,40.805,111.665,回民区,44.6,59.8,9.4,34.1,40.8,0.95,62,23.3,55.1,0.9,295.3,0.0,1008.1,DEMO
2026-08-13 12:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,33.8,46.1,10.1,46.1,62.4,0.84,48,23.1,52.5,3.2,36.9,0.0,1018.8,DEMO
2026-08-13 12:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,23.1,31.5,16.7,36.7,52.2,0.78,33,25.7,43.8,3.7,122.8,0.0,1012.8,DEMO
2026-08-13 13:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,28.8,36.2,14.8,27.2,60.1,0.84,41,23.8,38.0,2.2,315.5,0.0,1006.4,DEMO
2026-08-13 13:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,27.6,39.1,15.3,35.9,58.5,0.75,39,22.7,28.7,2.5,35.9,0.0,1005.2,DEMO
2026-08-13 13:00:00,HHHT003,呼市一监,40.81,111.67,回民区,27.3,39.6,8.5,30.3,58.9,0.86,39,20.3,29.8,2.1,174.4,0.0,1014.2,DEMO
2026-08-13 13:00:00,HHHT004,小召前街,40.805,111.665,回民区,37.5,52.8,10.6,32.5,64.3,0.7,53,19.4,36.8,4.4,113.1,0.0,1020.3,DEMO
2026-08-13 13:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,28.4,42.3,14.6,35.5,71.4,1.0,41,19.3,41.7,0.7,324.9,0.0,1007.3,DEMO
2026-08-13 13:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,28.5,36.7,11.1,25.3,69.1,0.82,41,29.4,40.3,3.8,91.8,0.0,1004.2,DEMO
2026-08-13 14:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,33.2,48.8,13.4,39.2,48.6,0.85,47,25.4,29.9,0.7,266.3,0.0,1002.9,DEMO
2026-08-13 14:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,35.8,52.2,8.9,33.7,72.1,0.7,51,19.3,28.5,2.0,146.4,0.0,1010.9,DEMO
2026-08-13 14:00:00,HHHT003,呼市一监,40.81,111.67,回民区,29.9,40.7,8.0,37.8,59.5,0.84,43,24.7,60.9,4.0,92.0,0.0,1010.1,DEMO
2026-08-13 14:00:00,HHHT004,小召前街,40.805,111.665,回民区,37.5,64.3,12.9,39.7,56.8,0.96,53,22.2,61.4,5.4,126.9,0.6,1011.2,DEMO
2026-08-13 14:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,34.6,46.9,16.1,30.0,56.7,0.8,49,29.4,47.1,2.4,292.3,0.0,1013.1,DEMO
2026-08-13 14:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,32.4,40.7,13.3,34.4,60.9,0.8,46,25.4,49.8,1.3,294.0,0.0,1004.4,DEMO
2026-08-13 15:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,37.7,56.3,13.9,32.5,67.4,0.93,53,20.1,39.9,3.9,29.9,0.0,1007.1,DEMO
2026-08-13 15:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,41.4,59.6,14.5,31.6,81.0,1.02,58,24.9,29.5,2.5,327.7,0.0,1012.7,DEMO
2026-08-13 15:00:00,HHHT003,呼市一监,40.81,111.67,回民区,39.5,58.0,7.1,36.2,49.4,0.96,56,22.1,54.4,4.0,13.0,0.0,1010.7,DEMO
2026-08-13 15:00:00,HHHT004,小召前街,40.805,111.665,回民区,38.6,53.0,16.0,29.8,54.5,0.95,55,18.0,45.0,2.6,99.5,0.0,1014.8,DEMO
2026-08-13 15:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,34.6,50.9,8.7,35.6,69.5,0.83,49,25.3,52.6,4.7,24.4,0.8,1008.7,DEMO
2026-08-13 15:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,33.9,43.3,16.9,22.6,69.0,0.99,48,20.0,60.6,3.1,232.0,0.0,1010.3,DEMO
2026-08-13 16:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,29.9,42.1,15.6,36.9,57.6,0.96,43,21.3,29.2,2.7,341.5,0.0,1014.9,DEMO
2026-08-13 16:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,42.1,61.9,15.4,29.0,61.2,0.8,59,27.7,57.8,2.0,18.7,0.0,1009.5,DEMO
2026-08-13 16:00:00,HHHT003,呼市一监,40.81,111.67,回民区,35.0,45.3,15.7,27.8,59.3,0.94,50,24.2,67.2,3.5,61.6,0.0,1011.8,DEMO
2026-08-13 16:00:00,HHHT004,小召前街,40.805,111.665,回民区,43.4,54.3,15.4,28.8,54.8,1.12,60,20.0,42.8,2.9,127.9,0.0,1008.2,DEMO
2026-08-13 16:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,27.5,38.7,12.0,23.4,62.2,0.86,39,23.7,56.9,3.2,264.8,0.0,1013.0,DEMO
2026-08-13 16:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,24.5,35.8,11.8,40.0,64.4,0.79,35,22.1,45.7,4.6,53.4,0.0,1013.4,DEMO
2026-08-13 17:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,37.1,50.0,10.1,25.7,50.5,0.84,53,15.9,34.9,2.6,232.6,0.0,1014.1,DEMO
2026-08-13 17:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,34.7,50.1,13.0,30.8,51.7,0.92,50,20.0,40.8,2.9,72.4,0.0,1012.7,DEMO
2026-08-13 17:00:00,HHHT003,呼市一监,40.81,111.67,回民区,41.2,59.8,12.8,37.9,43.1,0.91,58,24.1,37.8,1.9,179.0,0.0,1016.5,DEMO
2026-08-13 17:00:00,HHHT004,小召前街,40.805,111.665,回民区,48.6,68.1,12.3,24.6,40.3,0.95,67,19.7,35.6,3.9,183.3,0.0,1012.3,DEMO
2026-08-13 17:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,32.4,42.7,17.1,31.4,44.4,1.06,46,24.4,47.5,2.7,190.3,0.0,1008.6,DEMO
2026-08-13 17:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,30.6,41.5,10.8,34.7,39.8,0.89,44,20.0,34.6,3.6,206.2,0.0,1010.6,DEMO
2026-08-13 18:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,34.7,50.2,12.8,30.5,48.2,0.68,50,21.3,37.6,1.8,298.9,0.0,1013.9,DEMO
2026-08-13 18:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,57.0,78.2,14.3,36.6,58.4,1.0,78,19.7,65.4,3.3,110.9,0.0,1011.5,DEMO
2026-08-13 18:00:00,HHHT003,呼市一监,40.81,111.67,回民区,55.6,72.1,12.0,46.8,24.8,1.13,76,22.0,50.4,2.1,111.7,0.0,1011.1,DEMO
2026-08-13 18:00:00,HHHT004,小召前街,40.805,111.665,回民区,58.5,80.1,13.8,36.0,50.6,1.11,79,26.0,53.7,3.7,79.6,0.0,1015.4,DEMO
2026-08-13 18:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,43.6,63.1,12.1,41.3,54.5,1.15,61,21.3,39.4,2.0,304.8,0.0,1015.6,DEMO
2026-08-13 18:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,33.2,46.2,13.3,39.9,61.1,0.9,47,22.5,60.2,2.7,214.0,0.0,1010.1,DEMO
2026-08-13 19:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,38.9,54.6,13.6,35.9,49.0,0.63,55,20.2,51.8,4.9,304.3,0.0,1010.2,DEMO
2026-08-13 19:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,47.1,61.5,16.1,37.7,53.0,0.93,65,22.9,61.9,2.9,159.2,0.0,1016.9,DEMO
